hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kungge
七里香,tshit-lí-hiong,16,chhit-lí-hiong,tshit1li2hiong1,chhit1li2hiong1,tshitlihiong,chhitlihiong,tlh,clh,True
三分目,sann-hun-ba̍k,16,saⁿ-hun-ba̍k,sann1hun1bak8,sann1hun1bak8,sannhunbak,sannhunbak,shb,shb,True
三分眼,sann-hun-gán,16,saⁿ-hun-gán,sann1hun1gan2,sann1hun1gan2,sannhungan,sannhungan,shg,shg,True
三角鱗,sann-kak-lân,16,saⁿ-kak-lân,sann1kak1lan5,sann1kak1lan5,sannkaklan,sannkaklan,skl,skl,True
三輪車,sann-lián-tshia,16,saⁿ-lián-chhia,sann1lian2tshia1,sann1lian2chhia1,sannliantshia,sannlianchhia,slt,slc,True
三轉型,sam-tsuān-hîng,16,sam-choān-hêng,sam1tsuan7hing5,sam1choan7heng5,samtsuanhing,samchoanheng,sth,sch,True
丹迪紙,tan-tik-tsuá,16,tan-tek-chóa,tan1tik1tsua2,tan1tek1choa2,tantiktsua,tantekchoa,ttt,ttc,True
九芎仔,kiú-kiong-á,16,kiú-kiong-á,kiu2kiong1a2,kiu2kiong1a2,kiukionga,kiukionga,kka,kka,True
乾漆粉,kan-tshat-hún,16,kan-chhat-hún,kan1tshat1hun2,kan1chhat1hun2,kantshathun,kanchhathun,kth,kch,True
二層座,jī-tsàn-tsō,16,jī-chàn-chō,ji7tsan3tso7,ji7chan3cho7,jitsantso,jichancho,jtt,jcc,True
二次胚,jī-tshù-phue,16,jī-chhù-phoe,ji7tshu3phue1,ji7chhu3phoe1,jitshuphue,jichhuphoe,jtp,jcp,True
五倍子,ngóo-puē-tsí,16,ngó͘-pōe-chí,ngoo2pue7tsi2,ngoo2poe7chi2,ngoopuetsi,ngoopoechi,npt,npc,True
五福花,ngóo-hok-hue,16,ngó͘-hok-hoe,ngoo2hok1hue1,ngoo2hok1hoe1,ngoohokhue,ngoohokhoe,nhh,nhh,True
交趾釉,kau-tsí-iu,16,kau-chí-iu,kau1tsi2iu1,kau1chi2iu1,kautsiiu,kauchiiu,kti,kci,True
亭仔景,tîng-á-kíng,16,têng-á-kéng,ting5a2king2,teng5a2keng2,tingaking,tengakeng,tak,tak,True
人物堵,jîn-bu̍t-tóo,16,jîn-bu̍t-tó͘,jin5but8too2,jin5but8too2,jinbuttoo,jinbuttoo,jbt,jbt,True
人物旗,jîn-bu̍t-kî,16,jîn-bu̍t-kî,jin5but8ki5,jin5but8ki5,jinbutki,jinbutki,jbk,jbk,True
人面竹,lâng-bīn-tik,16,lâng-bīn-tek,lang5bin7tik1,lang5bin7tek1,langbintik,langbintek,lbt,lbt,True
保溫棉,pó-un-mî,16,pó-un-mî,po2un1mi5,po2un1mi5,pounmi,pounmi,pum,pum,True
保溫磚,pó-un-tsng,16,pó-un-chng,po2un1tsng1,po2un1chng1,pountsng,pounchng,put,puc,True
倒吊獅,tò-tiàu-sai,16,tò-tiàu-sai,to3tiau3sai1,to3tiau3sai1,totiausai,totiausai,tts,tts,True
倒角仔,tò-kak-á,16,tò-kak-á,to3kak1a2,to3kak1a2,tokaka,tokaka,tka,tka,True
備零件,pī-lîng-kiānn,16,pī-lêng-kiāⁿ,pi7ling5kiann7,pi7leng5kiann7,pilingkiann,pilengkiann,plk,plk,True
八仙綵,pat-sian-tshái,16,pat-sian-chhái,pat1sian1tshai2,pat1sian1chhai2,patsiantshai,patsianchhai,pst,psc,True
八卦窗,pat-kuà-thang,16,pat-kòa-thang,pat1kua3thang1,pat1koa3thang1,patkuathang,patkoathang,pkt,pkt,True
八字彈,peh-jī-tân,16,peh-jī-tân,peh1ji7tan5,peh1ji7tan5,pehjitan,pehjitan,pjt,pjt,True
八獅座,pat-sai-tsō,16,pat-sai-chō,pat1sai1tso7,pat1sai1cho7,patsaitso,patsaicho,pst,psc,True
公婆椅,kong-pô-í,16,kong-pô-í,kong1po5i2,kong1po5i2,kongpoi,kongpoi,kpi,kpi,True
公母榫,kang-bú-sún,16,kang-bú-sún,kang1bu2sun2,kang1bu2sun2,kangbusun,kangbusun,kbs,kbs,True
切割墊,tshiat-kuah-tiām,16,chhiat-koah-tiām,tshiat1kuah1tiam7,chhiat1koah1tiam7,tshiatkuahtiam,chhiatkoahtiam,tkt,ckt,True
切管頭,tshiat-kóng-thâu,16,chhiat-kóng-thâu,tshiat1kong2thau5,chhiat1kong2thau5,tshiatkongthau,chhiatkongthau,tkt,ckt,True
切紙枋,tshiat-tsuá-pang,16,chhiat-chóa-pang,tshiat1tsua2pang1,chhiat1choa2pang1,tshiattsuapang,chhiatchoapang,ttp,ccp,True
利利安,li-li-an,16,li-li-an,li1li1an1,li1li1an1,lilian,lilian,lla,lla,True
割紙刀,kuah-tsuá-to,16,koah-chóa-to,kuah1tsua2to1,koah1choa2to1,kuahtsuato,koahchoato,ktt,kct,True
包喙口,pau-tshuì-kháu,16,pau-chhùi-kháu,pau1tshui3khau2,pau1chhui3khau2,pautshuikhau,pauchhuikhau,ptk,pck,True
包蒼布,pau-tshong-pòo,16,pau-chhong-pò͘,pau1tshong1poo3,pau1chhong1poo3,pautshongpoo,pauchhongpoo,ptp,pcp,True
包頭巾,pau-thâu-kin,16,pau-thâu-kin,pau1thau5kin1,pau1thau5kin1,pauthaukin,pauthaukin,ptk,ptk,True
半堆剪,puànn-tui-tsián,16,pòaⁿ-tui-chián,puann3tui1tsian2,poann3tui1chian2,puanntuitsian,poanntuichian,ptt,ptc,True
半浮堵,puànn-phû-tóo,16,pòaⁿ-phû-tó͘,puann3phu5too2,poann3phu5too2,puannphutoo,poannphutoo,ppt,ppt,True
半金彩,puànn-kim-tshái,16,pòaⁿ-kim-chhái,puann3kim1tshai2,poann3kim1chhai2,puannkimtshai,poannkimchhai,pkt,pkc,True
厚殼仔,kāu-khak-á,16,kāu-khak-á,kau7khak1a2,kau7khak1a2,kaukhaka,kaukhaka,kka,kka,True
反手體,huán-tshiú-thé,16,hoán-chhiú-thé,huan2tshiu2the2,hoan2chhiu2the2,huantshiuthe,hoanchhiuthe,htt,hct,True
古錢甲,kóo-tsînn-kah,16,kó͘-chîⁿ-kah,koo2tsinn5kah1,koo2chinn5kah1,kootsinnkah,koochinnkah,ktk,kck,True
古體鱗,kóo-thé-lân,16,kó͘-thé-lân,koo2the2lan5,koo2the2lan5,koothelan,koothelan,ktl,ktl,True
和尚頭,huê-siūnn-thâu,16,hôe-siūⁿ-thâu,hue5siunn7thau5,hoe5siunn7thau5,huesiunnthau,hoesiunnthau,hst,hst,True
咸豐草,hâm-hong-tsháu,16,hâm-hong-chháu,ham5hong1tshau2,ham5hong1chhau2,hamhongtshau,hamhongchhau,hht,hhc,True
四方竹,sù-hong-tik,16,sù-hong-tek,su3hong1tik1,su3hong1tek1,suhongtik,suhongtek,sht,sht,True
四點金,sì-tiám-kim,16,sì-tiám-kim,si3tiam2kim1,si3tiam2kim1,sitiamkim,sitiamkim,stk,stk,True
圓仔花,înn-á-hue,16,îⁿ-á-hoe,inn5a2hue1,inn5a2hoe1,innahue,innahoe,iah,iah,True
圓鑿仔,înn-tsha̍k-á,16,îⁿ-chha̍k-á,inn5tshak8a2,inn5chhak8a2,inntshaka,innchhaka,ita,ica,True
圓黜仔,înn-thuh-á,16,îⁿ-thuh-á,inn5thuh1a2,inn5thuh1a2,innthuha,innthuha,ita,ita,True
坐禪椅,tsē-siâm-í,16,chē-siâm-í,tse7siam5i2,che7siam5i2,tsesiami,chesiami,tsi,csi,True
塑膠枋,sok-ka-pang,16,sok-ka-pang,sok1ka1pang1,sok1ka1pang1,sokkapang,sokkapang,skp,skp,True
塑膠𧉟,sok-ka-tâi,16,sok-ka-tâi,sok1ka1tai5,sok1ka1tai5,sokkatai,sokkatai,skt,skt,True
塔簽仔,thah-tshiam-á,16,thah-chhiam-á,thah1tshiam1a2,thah1chhiam1a2,thahtshiama,thahchhiama,tta,tca,True
塗剾仔,thôo-khau-á,16,thô͘-khau-á,thoo5khau1a2,thoo5khau1a2,thookhaua,thookhaua,tka,tka,True
塗抓仔,thôo-jiàu-á,16,thô͘-jiàu-á,thoo5jiau3a2,thoo5jiau3a2,thoojiaua,thoojiaua,tja,tja,True
塭仔砧,un-á-tiam,16,un-á-tiam,un1a2tiam1,un1a2tiam1,unatiam,unatiam,uat,uat,True
墜仔模,tuī-á-bôo,16,tūi-á-bô͘,tui7a2boo5,tui7a2boo5,tuiaboo,tuiaboo,tab,tab,True
壓枋染,ah-pang-ní,16,ah-pang-ní,ah1pang1ni2,ah1pang1ni2,ahpangni,ahpangni,apn,apn,True
壓頭仔,ah-thâu-á,16,ah-thâu-á,ah1thau5a2,ah1thau5a2,ahthaua,ahthaua,ata,ata,True
大木作,tuā-ba̍k-tsok,16,tōa-ba̍k-chok,tua7bak8tsok1,toa7bak8chok1,tuabaktsok,toabakchok,tbt,tbc,True
大白釉,tuā-pe̍h-iu,16,tōa-pe̍h-iu,tua7peh8iu1,toa7peh8iu1,tuapehiu,toapehiu,tpi,tpi,True
大菁粉,tuā-tshinn-hún,16,tōa-chhiⁿ-hún,tua7tshinn1hun2,toa7chhinn1hun2,tuatshinnhun,toachhinnhun,tth,tch,True
太師椅,thài-su-í,16,thài-su-í,thai3su1i2,thai3su1i2,thaisui,thaisui,tsi,tsi,True
太魯刀,thài-lù-to,16,thài-lù-to,thai3lu3to1,thai3lu3to1,thailuto,thailuto,tlt,tlt,True
如意手,jû-ì-tshiú,16,jû-ì-chhiú,ju5i3tshiu2,ju5i3chhiu2,juitshiu,juichhiu,jit,jic,True
如意花,jû-ì-hue,16,jû-ì-hoe,ju5i3hue1,ju5i3hoe1,juihue,juihoe,jih,jih,True
娘絲布,niû-si-pòo,16,niû-si-pò͘,niu5si1poo3,niu5si1poo3,niusipoo,niusipoo,nsp,nsp,True
安金漆,an-kim-tshat,16,an-kim-chhat,an1kim1tshat1,an1kim1chhat1,ankimtshat,ankimchhat,akt,akc,True
實腹管,tsa̍t-pak-kóng,16,cha̍t-pak-kóng,tsat8pak1kong2,chat8pak1kong2,tsatpakkong,chatpakkong,tpk,cpk,True
寶石碭,pó-tsio̍h-thn̄g,16,pó-chio̍h-thn̄g,po2tsioh8thng7,po2chioh8thng7,potsiohthng,pochiohthng,ptt,pct,True
小冊櫃,sió-tsheh-kuì,16,sió-chheh-kùi,sio2tsheh1kui3,sio2chheh1kui3,siotshehkui,siochhehkui,stk,sck,True
小葉桑,sió-hio̍h-song,16,sió-hio̍h-song,sio2hioh8song1,sio2hioh8song1,siohiohsong,siohiohsong,shs,shs,True
尤加利,iu-kha-lih,16,iu-kha-lih,iu1kha1lih1,iu1kha1lih1,iukhalih,iukhalih,ikl,ikl,True
尪仔頭,ang-á-thâu,16,ang-á-thâu,ang1a2thau5,ang1a2thau5,angathau,angathau,aat,aat,True
山棧花,suann-tsàn-hue,16,soaⁿ-chàn-hoe,suann1tsan3hue1,soann1chan3hoe1,suanntsanhue,soannchanhoe,sth,sch,True
山石仔,suann-tsio̍h-á,16,soaⁿ-chio̍h-á,suann1tsioh8a2,soann1chioh8a2,suanntsioha,soannchioha,sta,sca,True
工作台,kang-tsok-tâi,16,kang-chok-tâi,kang1tsok1tai5,kang1chok1tai5,kangtsoktai,kangchoktai,ktt,kct,True
工作椅,kang-tsok-í,16,kang-chok-í,kang1tsok1i2,kang1chok1i2,kangtsoki,kangchoki,kti,kci,True
布輪機,pòo-lûn-ki,16,pò͘-lûn-ki,poo3lun5ki1,poo3lun5ki1,poolunki,poolunki,plk,plk,True
平剾仔,phînn-khau-á,16,phîⁿ-khau-á,phinn5khau1a2,phinn5khau1a2,phinnkhaua,phinnkhaua,pka,pka,True
平剾仔,pêng-khau-á,16,pêng-khau-á,peng5khau1a2,peng5khau1a2,pengkhaua,pengkhaua,pka,pka,True
平鑿仔,phînn-tsha̍k-á,16,phîⁿ-chha̍k-á,phinn5tshak8a2,phinn5chhak8a2,phinntshaka,phinnchhaka,pta,pca,True
幼工棒,iù-kang-pāng,16,iù-kang-pāng,iu3kang1pang7,iu3kang1pang7,iukangpang,iukangpang,ikp,ikp,True
廟尪仔,biō-ang-á,16,biō-ang-á,bio7ang1a2,bio7ang1a2,bioanga,bioanga,baa,baa,True
弓中錘,king-tiong-tshuê,16,keng-tiong-chhôe,king1tiong1tshue5,keng1tiong1chhoe5,kingtiongtshue,kengtiongchhoe,ktt,ktc,True
彎仔鋸,uan-á-kì,16,oan-á-kì,uan1a2ki3,oan1a2ki3,uanaki,oanaki,uak,oak,True
戮空的,lak-khang-ê,16,lak-khang-ê,lak1khang1e5,lak1khang1e5,lakkhange,lakkhange,lke,lke,True
扁鋏仔,pínn-giap-á,16,píⁿ-giap-á,pinn2giap1a2,pinn2giap1a2,pinngiapa,pinngiapa,pga,pga,True
手巾仔,tshiú-kin-á,16,chhiú-kin-á,tshiu2kin1a2,chhiu2kin1a2,tshiukina,chhiukina,tka,cka,True
手指圍,tshiú-tsí-uî,16,chhiú-chí-ûi,tshiu2tsi2ui5,chhiu2chi2ui5,tshiutsiui,chhiuchiui,ttu,ccu,True
手指條,tshiú-tsí-tiâu,16,chhiú-chí-tiâu,tshiu2tsi2tiau5,chhiu2chi2tiau5,tshiutsitiau,chhiuchitiau,ttt,cct,True
手指通,tshiú-tsí-thong,16,chhiú-chí-thong,tshiu2tsi2thong1,chhiu2chi2thong1,tshiutsithong,chhiuchithong,ttt,cct,True
手搖鈴,tshiú-iô-lîng,16,chhiú-iô-lêng,tshiu2io5ling5,chhiu2io5leng5,tshiuioling,chhiuioleng,til,cil,True
手環箸,tshiú-khuân-tī,16,chhiú-khoân-tī,tshiu2khuan5ti7,chhiu2khoan5ti7,tshiukhuanti,chhiukhoanti,tkt,ckt,True
抓耙仔,jiàu-pê-á,16,jiàu-pê-á,jiau3pe5a2,jiau3pe5a2,jiaupea,jiaupea,jpa,jpa,True
折刀器,tsiat-to-khì,16,chiat-to-khì,tsiat1to1khi3,chiat1to1khi3,tsiattokhi,chiattokhi,ttk,ctk,True
拍初胚,phah-tshoo-phue,16,phah-chho͘-phoe,phah1tshoo1phue1,phah1chhoo1phoe1,phahtshoophue,phahchhoophoe,ptp,pcp,True
拍剁仔,phah-tok-a,16,phah-tok-a,phah1tok1a1,phah1tok1a1,phahtoka,phahtoka,pta,pta,True
拍粗胚,phah-tshoo-phue,16,phah-chho͘-phoe,phah1tshoo1phue1,phah1chhoo1phoe1,phahtshoophue,phahchhoophoe,ptp,pcp,True
拍糊仔,phah-kôo-á,16,phah-kô͘-á,phah1koo5a2,phah1koo5a2,phahkooa,phahkooa,pka,pka,True
拍花面,phah-hue-bīn,16,phah-hoe-bīn,phah1hue1bin7,phah1hoe1bin7,phahhuebin,phahhoebin,phb,phb,True
拖空墘,thua-khang-kînn,16,thoa-khang-kîⁿ,thua1khang1kinn5,thoa1khang1kinn5,thuakhangkinn,thoakhangkinn,tkk,tkk,True
挲密刀,so-ba̍t-to,16,so-ba̍t-to,so1bat8to1,so1bat8to1,sobatto,sobatto,sbt,sbt,True
挲玻璃,so-po-lê,16,so-po-lê,so1po1le5,so1po1le5,sopole,sopole,spl,spl,True
捏版仔,lia̍p-pán-á,16,lia̍p-pán-á,liap8pan2a2,liap8pan2a2,liappana,liappana,lpa,lpa,True
捶篾仔,tuî-bi̍h-á,16,tûi-bi̍h-á,tui5bih8a2,tui5bih8a2,tuibiha,tuibiha,tba,tba,True
捻塔啾,liàn-thah-tshiu,16,liàn-thah-chhiu,lian3thah1tshiu1,lian3thah1chhiu1,lianthahtshiu,lianthahchhiu,ltt,ltc,True
控制錶,khòng-tsè-pió,16,khòng-chè-pió,khong3tse3pio2,khong3che3pio2,khongtsepio,khongchepio,ktp,kcp,True
掰糊仔,pué-kôo-á,16,póe-kô͘-á,pue2koo5a2,poe2koo5a2,puekooa,poekooa,pka,pka,True
描圖紙,biô-tôo-tsuá,16,biô-tô͘-chóa,bio5too5tsua2,bio5too5choa2,biotootsua,biotoochoa,btt,btc,True
搝厚薄,giú-kāu-po̍h,16,giú-kāu-po̍h,giu2kau7poh8,giu2kau7poh8,giukaupoh,giukaupoh,gkp,gkp,True
摃槌仔,kòng-thuî-á,16,kòng-thûi-á,kong3thui5a2,kong3thui5a2,kongthuia,kongthuia,kta,kta,True
撞璇仔,tōng-suān-á,16,tōng-soān-á,tong7suan7a2,tong7soan7a2,tongsuana,tongsoana,tsa,tsa,True
擠浮線,tsik-phû-suànn,16,chek-phû-sòaⁿ,tsik1phu5suann3,chek1phu5soann3,tsikphusuann,chekphusoann,tps,cps,True
敆內裡,kap-lāi-lí,16,kap-lāi-lí,kap1lai7li2,kap1lai7li2,kaplaili,kaplaili,kll,kll,True
敲薰屎,khà-hun-sái,16,khà-hun-sái,kha3hun1sai2,kha3hun1sai2,khahunsai,khahunsai,khs,khs,True
文公尺,bûn-kong-tshioh,16,bûn-kong-chhioh,bun5kong1tshioh1,bun5kong1chhioh1,bunkongtshioh,bunkongchhioh,bkt,bkc,True
文武甲,bûn-bú-kah,16,bûn-bú-kah,bun5bu2kah1,bun5bu2kah1,bunbukah,bunbukah,bbk,bbk,True
文武跤,bûn-bú-kha,16,bûn-bú-kha,bun5bu2kha1,bun5bu2kha1,bunbukha,bunbukha,bbk,bbk,True
文轎蓋,bûn-kiō-kuà,16,bûn-kiō-kòa,bun5kio7kua3,bun5kio7koa3,bunkiokua,bunkiokoa,bkk,bkk,True
曝日頭,pha̍k-ji̍t-thâu,16,pha̍k-ji̍t-thâu,phak8jit8thau5,phak8jit8thau5,phakjitthau,phakjitthau,pjt,pjt,True
月眉鱗,gua̍t-bâi-lân,16,goa̍t-bâi-lân,guat8bai5lan5,goat8bai5lan5,guatbailan,goatbailan,gbl,gbl,True
木桮刀,bo̍k-pue-to,16,bo̍k-poe-to,bok8pue1to1,bok8poe1to1,bokpueto,bokpoeto,bpt,bpt,True
木版畫,bo̍k-pán-uē,16,bo̍k-pán-ōe,bok8pan2ue7,bok8pan2oe7,bokpanue,bokpanoe,bpu,bpo,True
木麻黃,bo̍k-muâ-hông,16,bo̍k-môa-hông,bok8mua5hong5,bok8moa5hong5,bokmuahong,bokmoahong,bmh,bmh,True
松節油,siông-tsiat-iû,16,siông-chiat-iû,siong5tsiat1iu5,siong5chiat1iu5,siongtsiatiu,siongchiatiu,sti,sci,True
松膠碗,siông-ka-uánn,16,siông-ka-óaⁿ,siong5ka1uann2,siong5ka1oann2,siongkauann,siongkaoann,sku,sko,True
架索仔,khuè-soh-á,16,khòe-soh-á,khue3soh1a2,khoe3soh1a2,khuesoha,khoesoha,ksa,ksa,True
柏青哥,pha-tsìn-kòo,16,pha-chìn-kò͘,pha1tsin3koo3,pha1chin3koo3,phatsinkoo,phachinkoo,ptk,pck,True
染料劑,ní-liāu-tse,16,ní-liāu-che,ni2liau7tse1,ni2liau7che1,niliautse,niliauche,nlt,nlc,True
柳葉眉,liú-hio̍h-bâi,16,liú-hio̍h-bâi,liu2hioh8bai5,liu2hioh8bai5,liuhiohbai,liuhiohbai,lhb,lhb,True
柴抹刀,tshâ-buah-to,16,chhâ-boah-to,tsha5buah1to1,chha5boah1to1,tshabuahto,chhaboahto,tbt,cbt,True
柴桮仔,tshâ-pue-á,16,chhâ-poe-á,tsha5pue1a2,chha5poe1a2,tshapuea,chhapoea,tpa,cpa,True
柴槌仔,tshâ-thuî-á,16,chhâ-thûi-á,tsha5thui5a2,chha5thui5a2,tshathuia,chhathuia,tta,cta,True
柿仔汁,khī-á-tsiap,16,khī-á-chiap,khi7a2tsiap1,khi7a2chiap1,khiatsiap,khiachiap,kat,kac,True
栗子殼,la̍t-tsí-khak,16,la̍t-chí-khak,lat8tsi2khak1,lat8chi2khak1,lattsikhak,latchikhak,ltk,lck,True
格仔尺,keh-á-tshioh,16,keh-á-chhioh,keh1a2tshioh1,keh1a2chhioh1,kehatshioh,kehachhioh,kat,kac,True
栽喙鬚,tsai-tshuì-tshiu,16,chai-chhùi-chhiu,tsai1tshui3tshiu1,chai1chhui3chhiu1,tsaitshuitshiu,chaichhuichhiu,ttt,ccc,True
栽喙齒,tsai-tshuì-khí,16,chai-chhùi-khí,tsai1tshui3khi2,chai1chhui3khi2,tsaitshuikhi,chaichhuikhi,ttk,cck,True
栽目睭,tsai-ba̍k-tsiu,16,chai-ba̍k-chiu,tsai1bak8tsiu1,chai1bak8chiu1,tsaibaktsiu,chaibakchiu,tbt,cbc,True
栽馬啾,tsai-bé-tshiu,16,chai-bé-chhiu,tsai1be2tshiu1,chai1be2chhiu1,tsaibetshiu,chaibechhiu,tbt,cbc,True
桂花甲,kuì-hue-kah,16,kùi-hoe-kah,kui3hue1kah1,kui3hoe1kah1,kuihuekah,kuihoekah,khk,khk,True
梳妝台,se-tsong-tâi,16,se-chong-tâi,se1tsong1tai5,se1chong1tai5,setsongtai,sechongtai,stt,sct,True
椅頭仔,í-thâu-á,16,í-thâu-á,i2thau5a2,i2thau5a2,ithaua,ithaua,ita,ita,True
椅馬仔,í-bé-á,16,í-bé-á,i2be2a2,i2be2a2,ibea,ibea,iba,iba,True
楓仔樹,png-á-tshiū,16,png-á-chhiū,png1a2tshiu7,png1a2chhiu7,pngatshiu,pngachhiu,pat,pac,True
樟腦沙,tsiunn-ló-sua,16,chiuⁿ-ló-soa,tsiunn1lo2sua1,chiunn1lo2soa1,tsiunnlosua,chiunnlosoa,tls,cls,True
樟腦油,tsiunn-ló-iû,16,chiuⁿ-ló-iû,tsiunn1lo2iu5,chiunn1lo2iu5,tsiunnloiu,chiunnloiu,tli,cli,True
樹奶模,tshiū-ni-bôo,16,chhiū-ni-bô͘,tshiu7ni1boo5,chhiu7ni1boo5,tshiuniboo,chhiuniboo,tnb,cnb,True
橫杆仔,huâinn-kuainn-á,16,hoâiⁿ-koaiⁿ-á,huainn5kuainn1a2,hoainn5koainn1a2,huainnkuainna,hoainnkoainna,hka,hka,True
檳榔子,pin-nn̂g-tsí,16,pin-nn̂g-chí,pin1nng5tsi2,pin1nng5chi2,pinnngtsi,pinnngchi,pnt,pnc,True
櫃仔面,kuī-á-bīn,16,kūi-á-bīn,kui7a2bin7,kui7a2bin7,kuiabin,kuiabin,kab,kab,True
毛鋏仔,moo-giap-á,16,mo͘-giap-á,moo1giap1a2,moo1giap1a2,moogiapa,moogiapa,mga,mga,True
氣死貓,khì-sí-niau,16,khì-sí-niau,khi3si2niau1,khi3si2niau1,khisiniau,khisiniau,ksn,ksn,True
水粗紙,tsuí-tshoo-tsuá,16,chúi-chho͘-chóa,tsui2tshoo1tsua2,chui2chhoo1choa2,tsuitshootsua,chuichhoochoa,ttt,ccc,True
水茄苳,tsuí-ka-tang,16,chúi-ka-tang,tsui2ka1tang1,chui2ka1tang1,tsuikatang,chuikatang,tkt,ckt,True
水觳仔,tsuí-khok-á,16,chúi-khok-á,tsui2khok1a2,chui2khok1a2,tsuikhoka,chuikhoka,tka,cka,True
水車堵,tsuí-tshia-tóo,16,chúi-chhia-tó͘,tsui2tshia1too2,chui2chhia1too2,tsuitshiatoo,chuichhiatoo,ttt,cct,True
水𣁳仔,tsuí-khat-á,16,chúi-khat-á,tsui2khat1a2,chui2khat1a2,tsuikhata,chuikhata,tka,cka,True
沙拉油,sa-lá-iû,16,sa-lá-iû,sa1la2iu5,sa1la2iu5,salaiu,salaiu,sli,sli,True
油壓模,iû-ap-bôo,16,iû-ap-bô͘,iu5ap1boo5,iu5ap1boo5,iuapboo,iuapboo,iab,iab,True
油漏仔,iû-lāu-á,16,iû-lāu-á,iu5lau7a2,iu5lau7a2,iulaua,iulaua,ila,ila,True
油燈罩,iû-ting-tà,16,iû-teng-tà,iu5ting1ta3,iu5teng1ta3,iutingta,iutengta,itt,itt,True
油筒仔,iû-tâng-á,16,iû-tâng-á,iu5tang5a2,iu5tang5a2,iutanga,iutanga,ita,ita,True
泉州派,tsuân-tsiu-phài,16,choân-chiu-phài,tsuan5tsiu1phai3,choan5chiu1phai3,tsuantsiuphai,choanchiuphai,ttp,ccp,True
注蠟機,tsù-la̍h-ki,16,chù-la̍h-ki,tsu3lah8ki1,chu3lah8ki1,tsulahki,chulahki,tlk,clk,True
洋蔥皮,iûnn-tshang-phuê,16,iûⁿ-chhang-phôe,iunn5tshang1phue5,iunn5chhang1phoe5,iunntshangphue,iunnchhangphoe,itp,icp,True
浮綿仔,phoo-mî-a,16,pho͘-mî-a,phoo1mi5a1,phoo1mi5a1,phoomia,phoomia,pma,pma,True
浮雕堵,phû-tiau-tóo,16,phû-tiau-tó͘,phu5tiau1too2,phu5tiau1too2,phutiautoo,phutiautoo,ptt,ptt,True
淋碭釉,lâm-thn̄g-iu,16,lâm-thn̄g-iu,lam5thng7iu1,lam5thng7iu1,lamthngiu,lamthngiu,lti,lti,True
深篩仔,tshim-thai-á,16,chhim-thai-á,tshim1thai1a2,chhim1thai1a2,tshimthaia,chhimthaia,tta,cta,True
溫度針,un-tōo-tsiam,16,un-tō͘-chiam,un1too7tsiam1,un1too7chiam1,untootsiam,untoochiam,utt,utc,True
漆線塗,tshat-suànn-thôo,16,chhat-sòaⁿ-thô͘,tshat1suann3thoo5,chhat1soann3thoo5,tshatsuannthoo,chhatsoannthoo,tst,cst,True
漆線油,tshat-suànn-iû,16,chhat-sòaⁿ-iû,tshat1suann3iu5,chhat1soann3iu5,tshatsuanniu,chhatsoanniu,tsi,csi,True
漆線龍,tshat-suànn-liông,16,chhat-sòaⁿ-liông,tshat1suann3liong5,chhat1soann3liong5,tshatsuannliong,chhatsoannliong,tsl,csl,True
火勾仔,hué-kau-á,16,hóe-kau-á,hue2kau1a2,hoe2kau1a2,huekaua,hoekaua,hka,hka,True
火耙仔,hué-pê-á,16,hóe-pê-á,hue2pe5a2,hoe2pe5a2,huepea,hoepea,hpa,hpa,True
火鉗仔,hué-khînn-á,16,hóe-khîⁿ-á,hue2khinn5a2,hoe2khinn5a2,huekhinna,hoekhinna,hka,hka,True
火鍋爐,hué-ko-lôo,16,hóe-ko-lô͘,hue2ko1loo5,hoe2ko1loo5,huekoloo,hoekoloo,hkl,hkl,True
灰匙仔,hue-sî-á,16,hoe-sî-á,hue1si5a2,hoe1si5a2,huesia,hoesia,hsa,hsa,True
烏心石,oo-sim-tsio̍h,16,o͘-sim-chio̍h,oo1sim1tsioh8,oo1sim1chioh8,oosimtsioh,oosimchioh,ost,osc,True
熟桐油,si̍k-tâng-iû,16,se̍k-tâng-iû,sik8tang5iu5,sek8tang5iu5,siktangiu,sektangiu,sti,sti,True
燈火罩,ting-hué-tà,16,teng-hóe-tà,ting1hue2ta3,teng1hoe2ta3,tinghueta,tenghoeta,tht,tht,True
燖筒仔,tīm-tâng-á,16,tīm-tâng-á,tim7tang5a2,tim7tang5a2,timtanga,timtanga,tta,tta,True
牛喙罨,gû-tshuì-am,16,gû-chhùi-am,gu5tshui3am1,gu5chhui3am1,gutshuiam,guchhuiam,gta,gca,True
牛鈴仔,gû-lîng-á,16,gû-lêng-á,gu5ling5a2,gu5leng5a2,gulinga,gulenga,gla,gla,True
牽漆線,khan-tshat-suànn,16,khan-chhat-sòaⁿ,khan1tshat1suann3,khan1chhat1soann3,khantshatsuann,khanchhatsoann,kts,kcs,True
獅仔跤,sai-á-kha,16,sai-á-kha,sai1a2kha1,sai1a2kha1,saiakha,saiakha,sak,sak,True
珊瑚樹,suan-ôo-tshiū,16,soan-ô͘-chhiū,suan1oo5tshiu7,soan1oo5chhiu7,suanootshiu,soanoochhiu,sot,soc,True
珠仔台,tsu-á-tâi,16,chu-á-tâi,tsu1a2tai5,chu1a2tai5,tsuatai,chuatai,tat,cat,True
