hanzi,tl
十九萬外,tsa̍p-káu-bān-guā
二十萬外,jī-tsa̍p-bān-guā
二十一萬外,jī-tsa̍p-it-bān-guā
二十二萬外,jī-tsa̍p-jī-bān-guā
二十三萬外,jī-tsa̍p-sann-bān-guā
二十四萬外,jī-tsa̍p-sì-bān-guā
二十五萬外,jī-tsa̍p-gōo-bān-guā
二十六萬外,jī-tsa̍p-la̍k-bān-guā
二十七萬外,jī-tsa̍p-tshit-bān-guā
二十八萬外,jī-tsa̍p-peh-bān-guā
二十九萬外,jī-tsa̍p-káu-bān-guā
二十萬外,lī-tsa̍p-bān-guā
二十一萬外,lī-tsa̍p-it-bān-guā
二十二萬外,lī-tsa̍p-lī-bān-guā
二十三萬外,lī-tsa̍p-sann-bān-guā
二十四萬外,lī-tsa̍p-sì-bān-guā
二十五萬外,lī-tsa̍p-gōo-bān-guā
二十六萬外,lī-tsa̍p-la̍k-bān-guā
二十七萬外,lī-tsa̍p-tshit-bān-guā
二十八萬外,lī-tsa̍p-pueh-bān-guā
二十九萬外,lī-tsa̍p-káu-bān-guā
三十萬外,sann-tsa̍p-bān-guā
三十一萬外,sann-tsa̍p-it-bān-guā
三十二萬外,sann-tsa̍p-jī-bān-guā
三十二萬外,sann-tsa̍p-lī-bān-guā
三十三萬外,sann-tsa̍p-sann-bān-guā
三十四萬外,sann-tsa̍p-sì-bān-guā
三十五萬外,sann-tsa̍p-gōo-bān-guā
三十六萬外,sann-tsa̍p-la̍k-bān-guā
三十七萬外,sann-tsa̍p-tshit-bān-guā
三十八萬外,sann-tsa̍p-peh-bān-guā
三十八萬外,sann-tsa̍p-pueh-bān-guā
三十九萬外,sann-tsa̍p-káu-bān-guā
四十萬外,sì-tsa̍p-bān-guā
四十一萬外,sì-tsa̍p-it-bān-guā
四十二萬外,sì-tsa̍p-jī-bān-guā
四十二萬外,sì-tsa̍p-lī-bān-guā
四十三萬外,sì-tsa̍p-sann-bān-guā
四十四萬外,sì-tsa̍p-sì-bān-guā
四十五萬外,sì-tsa̍p-gōo-bān-guā
四十六萬外,sì-tsa̍p-la̍k-bān-guā
四十七萬外,sì-tsa̍p-tshit-bān-guā
四十八萬外,sì-tsa̍p-peh-bān-guā
四十八萬外,sì-tsa̍p-pueh-bān-guā
四十九萬外,sì-tsa̍p-káu-bān-guā
五十萬外,gōo-tsa̍p-bān-guā
五十一萬外,gōo-tsa̍p-it-bān-guā
五十二萬外,gōo-tsa̍p-jī-bān-guā
五十二萬外,gōo-tsa̍p-lī-bān-guā
五十三萬外,gōo-tsa̍p-sann-bān-guā
五十四萬外,gōo-tsa̍p-sì-bān-guā
五十五萬外,gōo-tsa̍p-gōo-bān-guā
五十六萬外,gōo-tsa̍p-la̍k-bān-guā
五十七萬外,gōo-tsa̍p-tshit-bān-guā
五十八萬外,gōo-tsa̍p-peh-bān-guā
五十八萬外,gōo-tsa̍p-pueh-bān-guā
五十九萬外,gōo-tsa̍p-káu-bān-guā
六十萬外,la̍k-tsa̍p-bān-guā
六十一萬外,la̍k-tsa̍p-it-bān-guā
六十二萬外,la̍k-tsa̍p-jī-bān-guā
六十二萬外,la̍k-tsa̍p-lī-bān-guā
六十三萬外,la̍k-tsa̍p-sann-bān-guā
六十四萬外,la̍k-tsa̍p-sì-bān-guā
六十五萬外,la̍k-tsa̍p-gōo-bān-guā
六十六萬外,la̍k-tsa̍p-la̍k-bān-guā
六十七萬外,la̍k-tsa̍p-tshit-bān-guā
六十八萬外,la̍k-tsa̍p-peh-bān-guā
六十八萬外,la̍k-tsa̍p-pueh-bān-guā
六十九萬外,la̍k-tsa̍p-káu-bān-guā
七十萬外,tshit-tsa̍p-bān-guā
七十一萬外,tshit-tsa̍p-it-bān-guā
七十二萬外,tshit-tsa̍p-jī-bān-guā
七十二萬外,tshit-tsa̍p-lī-bān-guā
七十三萬外,tshit-tsa̍p-sann-bān-guā
七十四萬外,tshit-tsa̍p-sì-bān-guā
七十五萬外,tshit-tsa̍p-gōo-bān-guā
七十六萬外,tshit-tsa̍p-la̍k-bān-guā
七十七萬外,tshit-tsa̍p-tshit-bān-guā
七十八萬外,tshit-tsa̍p-peh-bān-guā
七十八萬外,tshit-tsa̍p-pueh-bān-guā
七十九萬外,tshit-tsa̍p-káu-bān-guā
八十萬外,peh-tsa̍p-bān-guā
八十一萬外,peh-tsa̍p-it-bān-guā
八十二萬外,peh-tsa̍p-jī-bān-guā
八十二萬外,peh-tsa̍p-lī-bān-guā
八十三萬外,peh-tsa̍p-sann-bān-guā
八十四萬外,peh-tsa̍p-sì-bān-guā
八十五萬外,peh-tsa̍p-gōo-bān-guā
八十六萬外,peh-tsa̍p-la̍k-bān-guā
八十七萬外,peh-tsa̍p-tshit-bān-guā
八十八萬外,peh-tsa̍p-peh-bān-guā
八十八萬外,peh-tsa̍p-pueh-bān-guā
八十九萬外,peh-tsa̍p-káu-bān-guā
八十萬外,pueh-tsa̍p-bān-guā
八十一萬外,pueh-tsa̍p-it-bān-guā
八十二萬外,pueh-tsa̍p-jī-bān-guā
八十二萬外,pueh-tsa̍p-lī-bān-guā
八十三萬外,pueh-tsa̍p-sann-bān-guā
八十四萬外,pueh-tsa̍p-sì-bān-guā
八十五萬外,pueh-tsa̍p-gōo-bān-guā
八十六萬外,pueh-tsa̍p-la̍k-bān-guā
八十七萬外,pueh-tsa̍p-tshit-bān-guā
八十八萬外,pueh-tsa̍p-peh-bān-guā
八十八萬外,pueh-tsa̍p-pueh-bān-guā
八十九萬外,pueh-tsa̍p-káu-bān-guā
九十萬外,káu-tsa̍p-bān-guā
九十一萬外,káu-tsa̍p-it-bān-guā
九十二萬外,káu-tsa̍p-jī-bān-guā
九十二萬外,káu-tsa̍p-lī-bān-guā
九十三萬外,káu-tsa̍p-sann-bān-guā
九十四萬外,káu-tsa̍p-sì-bān-guā
九十五萬外,káu-tsa̍p-gōo-bān-guā
九十六萬外,káu-tsa̍p-la̍k-bān-guā
九十七萬外,káu-tsa̍p-tshit-bān-guā
九十八萬外,káu-tsa̍p-peh-bān-guā
九十八萬外,káu-tsa̍p-pueh-bān-guā
九十九萬外,káu-tsa̍p-káu-bān-guā
十捅,tsa̍p-thóng
二十捅,jī-tsa̍p-thóng
二十捅,lī-tsa̍p-thóng
三十捅,sann-tsa̍p-thóng
四十捅,sì-tsa̍p-thóng
五十捅,gōo-tsa̍p-thóng
六十捅,la̍k-tsa̍p-thóng
七十捅,tshit-tsa̍p-thóng
八十捅,peh-tsa̍p-thóng
八十捅,pueh-tsa̍p-thóng
九十捅,káu-tsa̍p-thóng
百捅,pah-thóng
一百捅,tsi̍t-pah-thóng
兩百捅,nn̄g-pah-thóng
二百捅,jī-pah-thóng
二百捅,lī-pah-thóng
三百捅,sann-pah-thóng
四百捅,sì-pah-thóng
五百捅,gōo-pah-thóng
六百捅,la̍k-pah-thóng
七百捅,tshit-pah-thóng
八百捅,peh-pah-thóng
八百捅,pueh-pah-thóng
九百捅,káu-pah-thóng
千捅,tshing-thóng
一千捅,tsi̍t-tshing-thóng
兩千捅,nn̄g-tshing-thóng
二千捅,jī-tshing-thóng
二千捅,lī-tshing-thóng
三千捅,sann-tshing-thóng
四千捅,sì-tshing-thóng
五千捅,gōo-tshing-thóng
六千捅,la̍k-tshing-thóng
七千捅,tshit-tshing-thóng
八千捅,peh-tshing-thóng
八千捅,pueh-tshing-thóng
九千捅,káu-tshing-thóng
萬捅,bān-thóng
一萬捅,tsi̍t-bān-thóng
兩萬捅,nn̄g-bān-thóng
二萬捅,jī-bān-thóng
二萬捅,lī-bān-thóng
三萬捅,sann-bān-thóng
四萬捅,sì-bān-thóng
五萬捅,gōo-bān-thóng
六萬捅,la̍k-bān-thóng
七萬捅,tshit-bān-thóng
八萬捅,peh-bān-thóng
八萬捅,pueh-bān-thóng
九萬捅,káu-bān-thóng
十萬捅,tsa̍p-bān-thóng
十一萬捅,tsa̍p-it-bān-thóng
十二萬捅,tsa̍p-jī-bān-thóng
十二萬捅,tsa̍p-lī-bān-thóng
十三萬捅,tsa̍p-sann-bān-thóng
十四萬捅,tsa̍p-sì-bān-thóng
十五萬捅,tsa̍p-gōo-bān-thóng
十六萬捅,tsa̍p-la̍k-bān-thóng
十七萬捅,tsa̍p-tshit-bān-thóng
十八萬捅,tsa̍p-peh-bān-thóng
十八萬捅,tsa̍p-pueh-bān-thóng
十九萬捅,tsa̍p-káu-bān-thóng
二十萬捅,jī-tsa̍p-bān-thóng
二十一萬捅,jī-tsa̍p-it-bān-thóng
二十二萬捅,jī-tsa̍p-jī-bān-thóng
二十三萬捅,jī-tsa̍p-sann-bān-thóng
二十四萬捅,jī-tsa̍p-sì-bān-thóng
二十五萬捅,jī-tsa̍p-gōo-bān-thóng
二十六萬捅,jī-tsa̍p-la̍k-bān-thóng
二十七萬捅,jī-tsa̍p-tshit-bān-thóng
二十八萬捅,jī-tsa̍p-peh-bān-thóng
二十九萬捅,jī-tsa̍p-káu-bān-thóng
二十萬捅,lī-tsa̍p-bān-thóng
二十一萬捅,lī-tsa̍p-it-bān-thóng
二十二萬捅,lī-tsa̍p-lī-bān-thóng
二十三萬捅,lī-tsa̍p-sann-bān-thóng
二十四萬捅,lī-tsa̍p-sì-bān-thóng
二十五萬捅,lī-tsa̍p-gōo-bān-thóng
二十六萬捅,lī-tsa̍p-la̍k-bān-thóng
二十七萬捅,lī-tsa̍p-tshit-bān-thóng
二十八萬捅,lī-tsa̍p-pueh-bān-thóng
二十九萬捅,lī-tsa̍p-káu-bān-thóng
三十萬捅,sann-tsa̍p-bān-thóng
三十一萬捅,sann-tsa̍p-it-bān-thóng
三十二萬捅,sann-tsa̍p-jī-bān-thóng
三十二萬捅,sann-tsa̍p-lī-bān-thóng
三十三萬捅,sann-tsa̍p-sann-bān-thóng
三十四萬捅,sann-tsa̍p-sì-bān-thóng
三十五萬捅,sann-tsa̍p-gōo-bān-thóng
三十六萬捅,sann-tsa̍p-la̍k-bān-thóng
三十七萬捅,sann-tsa̍p-tshit-bān-thóng
三十八萬捅,sann-tsa̍p-peh-bān-thóng
三十八萬捅,sann-tsa̍p-pueh-bān-thóng
三十九萬捅,sann-tsa̍p-káu-bān-thóng
四十萬捅,sì-tsa̍p-bān-thóng
四十一萬捅,sì-tsa̍p-it-bān-thóng
四十二萬捅,sì-tsa̍p-jī-bān-thóng
四十二萬捅,sì-tsa̍p-lī-bān-thóng
四十三萬捅,sì-tsa̍p-sann-bān-thóng
四十四萬捅,sì-tsa̍p-sì-bān-thóng
四十五萬捅,sì-tsa̍p-gōo-bān-thóng
四十六萬捅,sì-tsa̍p-la̍k-bān-thóng
四十七萬捅,sì-tsa̍p-tshit-bān-thóng
四十八萬捅,sì-tsa̍p-peh-bān-thóng
四十八萬捅,sì-tsa̍p-pueh-bān-thóng
四十九萬捅,sì-tsa̍p-káu-bān-thóng
五十萬捅,gōo-tsa̍p-bān-thóng
五十一萬捅,gōo-tsa̍p-it-bān-thóng
五十二萬捅,gōo-tsa̍p-jī-bān-thóng
五十二萬捅,gōo-tsa̍p-lī-bān-thóng
五十三萬捅,gōo-tsa̍p-sann-bān-thóng
五十四萬捅,gōo-tsa̍p-sì-bān-thóng
五十五萬捅,gōo-tsa̍p-gōo-bān-thóng
五十六萬捅,gōo-tsa̍p-la̍k-bān-thóng
五十七萬捅,gōo-tsa̍p-tshit-bān-thóng
五十八萬捅,gōo-tsa̍p-peh-bān-thóng
五十八萬捅,gōo-tsa̍p-pueh-bān-thóng
五十九萬捅,gōo-tsa̍p-káu-bān-thóng
六十萬捅,la̍k-tsa̍p-bān-thóng
六十一萬捅,la̍k-tsa̍p-it-bān-thóng
六十二萬捅,la̍k-tsa̍p-jī-bān-thóng
六十二萬捅,la̍k-tsa̍p-lī-bān-thóng
六十三萬捅,la̍k-tsa̍p-sann-bān-thóng
六十四萬捅,la̍k-tsa̍p-sì-bān-thóng
六十五萬捅,la̍k-tsa̍p-gōo-bān-thóng
六十六萬捅,la̍k-tsa̍p-la̍k-bān-thóng
六十七萬捅,la̍k-tsa̍p-tshit-bān-thóng
六十八萬捅,la̍k-tsa̍p-peh-bān-thóng
六十八萬捅,la̍k-tsa̍p-pueh-bān-thóng
六十九萬捅,la̍k-tsa̍p-káu-bān-thóng
七十萬捅,tshit-tsa̍p-bān-thóng
七十一萬捅,tshit-tsa̍p-it-bān-thóng
七十二萬捅,tshit-tsa̍p-jī-bān-thóng
七十二萬捅,tshit-tsa̍p-lī-bān-thóng
七十三萬捅,tshit-tsa̍p-sann-bān-thóng
七十四萬捅,tshit-tsa̍p-sì-bān-thóng
七十五萬捅,tshit-tsa̍p-gōo-bān-thóng
七十六萬捅,tshit-tsa̍p-la̍k-bān-thóng
七十七萬捅,tshit-tsa̍p-tshit-bān-thóng
七十八萬捅,tshit-tsa̍p-peh-bān-thóng
七十八萬捅,tshit-tsa̍p-pueh-bān-thóng
七十九萬捅,tshit-tsa̍p-káu-bān-thóng
八十萬捅,peh-tsa̍p-bān-thóng
八十一萬捅,peh-tsa̍p-it-bān-thóng
八十二萬捅,peh-tsa̍p-jī-bān-thóng
八十二萬捅,peh-tsa̍p-lī-bān-thóng
八十三萬捅,peh-tsa̍p-sann-bān-thóng
八十四萬捅,peh-tsa̍p-sì-bān-thóng
八十五萬捅,peh-tsa̍p-gōo-bān-thóng
八十六萬捅,peh-tsa̍p-la̍k-bān-thóng
八十七萬捅,peh-tsa̍p-tshit-bān-thóng
八十八萬捅,peh-tsa̍p-peh-bān-thóng
八十八萬捅,peh-tsa̍p-pueh-bān-thóng
八十九萬捅,peh-tsa̍p-káu-bān-thóng
八十萬捅,pueh-tsa̍p-bān-thóng
八十一萬捅,pueh-tsa̍p-it-bān-thóng
八十二萬捅,pueh-tsa̍p-jī-bān-thóng
八十二萬捅,pueh-tsa̍p-lī-bān-thóng
八十三萬捅,pueh-tsa̍p-sann-bān-thóng
八十四萬捅,pueh-tsa̍p-sì-bān-thóng
八十五萬捅,pueh-tsa̍p-gōo-bān-thóng
八十六萬捅,pueh-tsa̍p-la̍k-bān-thóng
八十七萬捅,pueh-tsa̍p-tshit-bān-thóng
八十八萬捅,pueh-tsa̍p-peh-bān-thóng
八十八萬捅,pueh-tsa̍p-pueh-bān-thóng
八十九萬捅,pueh-tsa̍p-káu-bān-thóng
九十萬捅,káu-tsa̍p-bān-thóng
九十一萬捅,káu-tsa̍p-it-bān-thóng
九十二萬捅,káu-tsa̍p-jī-bān-thóng
九十二萬捅,káu-tsa̍p-lī-bān-thóng
九十三萬捅,káu-tsa̍p-sann-bān-thóng
九十四萬捅,káu-tsa̍p-sì-bān-thóng
九十五萬捅,káu-tsa̍p-gōo-bān-thóng
九十六萬捅,káu-tsa̍p-la̍k-bān-thóng
九十七萬捅,káu-tsa̍p-tshit-bān-thóng
九十八萬捅,káu-tsa̍p-peh-bān-thóng
九十八萬捅,káu-tsa̍p-pueh-bān-thóng
九十九萬捅,káu-tsa̍p-káu-bān-thóng
一點,tsi̍t-tiám
一點,it-tiám
兩點,nn̄g-tiám
二點,jī-tiám
二點,lī-tiám
三點,sann-tiám
四點,sì-tiám
五點,gōo-tiám
六點,la̍k-tiám
七點,tshit-tiám
八點,peh-tiám
八點,pueh-tiám
九點,káu-tiám
十點,tsa̍p-tiám
十一點,tsa̍p-it-tiám
十二點,tsa̍p-jī-tiám
十二點,tsa̍p-lī-tiám
一分,tsi̍t-hun
一分,it-hun
兩分,nn̄g-hun
二分,jī-hun
二分,lī-hun
三分,sann-hun
四分,sì-hun
五分,gōo-hun
六分,la̍k-hun
七分,tshit-hun
八分,peh-hun
八分,pueh-hun
九分,káu-hun
十分,tsa̍p-hun
十一分,tsa̍p-it-hun
十二分,tsa̍p-jī-hun
十二分,tsa̍p-lī-hun
十三分,tsa̍p-sann-hun
十四分,tsa̍p-sì-hun
十五分,tsa̍p-gōo-hun
十六分,tsa̍p-la̍k-hun
十七分,tsa̍p-tshit-hun
十八分,tsa̍p-peh-hun
十八分,tsa̍p-pueh-hun
十九分,tsa̍p-káu-hun
二十分,jī-tsa̍p-hun
二十一分,jī-tsa̍p-it-hun
二十二分,jī-tsa̍p-jī-hun
二十三分,jī-tsa̍p-sann-hun
二十四分,jī-tsa̍p-sì-hun
二十五分,jī-tsa̍p-gōo-hun
二十六分,jī-tsa̍p-la̍k-hun
二十七分,jī-tsa̍p-tshit-hun
二十八分,jī-tsa̍p-peh-hun
二十九分,jī-tsa̍p-káu-hun
二十分,lī-tsa̍p-hun
二十一分,lī-tsa̍p-it-hun
二十二分,lī-tsa̍p-lī-hun
二十三分,lī-tsa̍p-sann-hun
二十四分,lī-tsa̍p-sì-hun
二十五分,lī-tsa̍p-gōo-hun
二十六分,lī-tsa̍p-la̍k-hun
二十七分,lī-tsa̍p-tshit-hun
二十八分,lī-tsa̍p-pueh-hun
二十九分,lī-tsa̍p-káu-hun
三十分,sann-tsa̍p-hun
三十一分,sann-tsa̍p-it-hun
三十二分,sann-tsa̍p-jī-hun
三十二分,sann-tsa̍p-lī-hun
三十三分,sann-tsa̍p-sann-hun
三十四分,sann-tsa̍p-sì-hun
三十五分,sann-tsa̍p-gōo-hun
三十六分,sann-tsa̍p-la̍k-hun
三十七分,sann-tsa̍p-tshit-hun
三十八分,sann-tsa̍p-peh-hun
三十八分,sann-tsa̍p-pueh-hun
三十九分,sann-tsa̍p-káu-hun
四十分,sì-tsa̍p-hun
四十一分,sì-tsa̍p-it-hun
四十二分,sì-tsa̍p-jī-hun
四十二分,sì-tsa̍p-lī-hun
四十三分,sì-tsa̍p-sann-hun
四十四分,sì-tsa̍p-sì-hun
四十五分,sì-tsa̍p-gōo-hun
四十六分,sì-tsa̍p-la̍k-hun
四十七分,sì-tsa̍p-tshit-hun
四十八分,sì-tsa̍p-peh-hun
四十八分,sì-tsa̍p-pueh-hun
四十九分,sì-tsa̍p-káu-hun
五十分,gōo-tsa̍p-hun
五十一分,gōo-tsa̍p-it-hun
五十二分,gōo-tsa̍p-jī-hun
五十二分,gōo-tsa̍p-lī-hun
五十三分,gōo-tsa̍p-sann-hun
五十四分,gōo-tsa̍p-sì-hun
五十五分,gōo-tsa̍p-gōo-hun
五十六分,gōo-tsa̍p-la̍k-hun
五十七分,gōo-tsa̍p-tshit-hun
五十八分,gōo-tsa̍p-peh-hun
五十八分,gōo-tsa̍p-pueh-hun
五十九分,gōo-tsa̍p-káu-hun
六十分,la̍k-tsa̍p-hun
一秒,tsi̍t-bió
一秒,it-bió
兩秒,nn̄g-bió
二秒,jī-bió
二秒,lī-bió
三秒,sann-bió
四秒,sì-bió
五秒,gōo-bió
六秒,la̍k-bió
七秒,tshit-bió
八秒,peh-bió
八秒,pueh-bió
九秒,káu-bió
十秒,tsa̍p-bió
十一秒,tsa̍p-it-bió
十二秒,tsa̍p-jī-bió
十二秒,tsa̍p-lī-bió
十三秒,tsa̍p-sann-bió
十四秒,tsa̍p-sì-bió
十五秒,tsa̍p-gōo-bió
十六秒,tsa̍p-la̍k-bió
十七秒,tsa̍p-tshit-bió
十八秒,tsa̍p-peh-bió
十八秒,tsa̍p-pueh-bió
十九秒,tsa̍p-káu-bió
二十秒,jī-tsa̍p-bió
二十一秒,jī-tsa̍p-it-bió
二十二秒,jī-tsa̍p-jī-bió
二十三秒,jī-tsa̍p-sann-bió
二十四秒,jī-tsa̍p-sì-bió
二十五秒,jī-tsa̍p-gōo-bió
二十六秒,jī-tsa̍p-la̍k-bió
二十七秒,jī-tsa̍p-tshit-bió
二十八秒,jī-tsa̍p-peh-bió
二十九秒,jī-tsa̍p-káu-bió
二十秒,lī-tsa̍p-bió
二十一秒,lī-tsa̍p-it-bió
二十二秒,lī-tsa̍p-lī-bió
二十三秒,lī-tsa̍p-sann-bió
二十四秒,lī-tsa̍p-sì-bió
二十五秒,lī-tsa̍p-gōo-bió
二十六秒,lī-tsa̍p-la̍k-bió
二十七秒,lī-tsa̍p-tshit-bió
二十八秒,lī-tsa̍p-pueh-bió
二十九秒,lī-tsa̍p-káu-bió
三十秒,sann-tsa̍p-bió
三十一秒,sann-tsa̍p-it-bió
三十二秒,sann-tsa̍p-jī-bió
三十二秒,sann-tsa̍p-lī-bió
三十三秒,sann-tsa̍p-sann-bió
三十四秒,sann-tsa̍p-sì-bió
三十五秒,sann-tsa̍p-gōo-bió
三十六秒,sann-tsa̍p-la̍k-bió
三十七秒,sann-tsa̍p-tshit-bió
三十八秒,sann-tsa̍p-peh-bió
三十八秒,sann-tsa̍p-pueh-bió
三十九秒,sann-tsa̍p-káu-bió
四十秒,sì-tsa̍p-bió
四十一秒,sì-tsa̍p-it-bió
四十二秒,sì-tsa̍p-jī-bió
四十二秒,sì-tsa̍p-lī-bió
四十三秒,sì-tsa̍p-sann-bió
四十四秒,sì-tsa̍p-sì-bió
四十五秒,sì-tsa̍p-gōo-bió
四十六秒,sì-tsa̍p-la̍k-bió
四十七秒,sì-tsa̍p-tshit-bió
四十八秒,sì-tsa̍p-peh-bió
四十八秒,sì-tsa̍p-pueh-bió
四十九秒,sì-tsa̍p-káu-bió
五十秒,gōo-tsa̍p-bió
五十一秒,gōo-tsa̍p-it-bió
五十二秒,gōo-tsa̍p-jī-bió
五十二秒,gōo-tsa̍p-lī-bió
五十三秒,gōo-tsa̍p-sann-bió
五十四秒,gōo-tsa̍p-sì-bió
五十五秒,gōo-tsa̍p-gōo-bió
五十六秒,gōo-tsa̍p-la̍k-bió
五十七秒,gōo-tsa̍p-tshit-bió
五十八秒,gōo-tsa̍p-peh-bió
五十八秒,gōo-tsa̍p-pueh-bió
五十九秒,gōo-tsa̍p-káu-bió
六十秒,la̍k-tsa̍p-bió
一月,it-gue̍h
二月,jī-gue̍h
二月,lī-gue̍h
三月,sann-gue̍h
四月,sì-gue̍h
五月,gōo-gue̍h
六月,la̍k-gue̍h
七月,tshit-gue̍h
八月,peh-gue̍h
八月,pueh-gue̍h
九月,káu-gue̍h
十月,tsa̍p-gue̍h
十一月,tsa̍p-it-gue̍h
十二月,tsa̍p-jī-gue̍h
十二月,tsa̍p-lī-gue̍h
一月,it-ge̍h
二月,lī-ge̍h
三月,sann-ge̍h
四月,sì-ge̍h
五月,gōo-ge̍h
六月,la̍k-ge̍h
七月,tshit-ge̍h
八月,pueh-ge̍h
九月,káu-ge̍h
十月,tsa̍p-ge̍h
十一月,tsa̍p-it-ge̍h
十二月,tsa̍p-jī-ge̍h
十二月,tsa̍p-lī-ge̍h
一月,it--gue̍h
二月,jī--gue̍h
二月,lī--gue̍h
三月,sann--gue̍h
四月,sì--gue̍h
五月,gōo--gue̍h
六月,la̍k--gue̍h
七月,tshit--gue̍h
八月,peh--gue̍h
八月,pueh--gue̍h
九月,káu--gue̍h
十月,tsa̍p--gue̍h
十一月,tsa̍p-it--gue̍h
十二月,tsa̍p-jī--gue̍h
十二月,tsa̍p-lī--gue̍h
一月,it--ge̍h
二月,jī--ge̍h
二月,lī--ge̍h
三月,sann--ge̍h
四月,sì--ge̍h
五月,gōo--ge̍h
六月,la̍k--ge̍h
七月,tshit--ge̍h
八月,peh--ge̍h
八月,pueh--ge̍h
九月,káu--ge̍h
十月,tsa̍p--ge̍h
十一月,tsa̍p-it--ge̍h
十二月,tsa̍p-jī--ge̍h
十二月,tsa̍p-lī--ge̍h
拜二,pài-jī
拜二,pài-lī
拜三,pài-sann
拜四,pài-sì
拜五,pài-gōo
第二,tē-jī
第二,tē-lī
第三,tē-sann
第四,tē-sì
第五,tē-gōo
第六,tē-la̍k
第七,tē-tshit
第八,tē-peh
第八,tē-pueh
第九,tē-káu
第十,tē-tsa̍p
百一,pah-it
百二,pah-jī
百二,pah-lī
百三,pah-sann
百四,pah-sì
百五,pah-gōo
百六,pah-la̍k
百七,pah-tshit
百八,pah-peh
百八,pah-pueh
百九,pah-káu
千一,tshing-it
千二,tshing-jī
千二,tshing-lī
千三,tshing-sann
千四,tshing-sì
千五,tshing-gōo
千六,tshing-la̍k
千七,tshing-tshit
千八,tshing-peh
千八,tshing-pueh
千九,tshing-káu
萬一,bān-it
萬二,bān-jī
萬二,bān-lī
萬三,bān-sann
萬四,bān-sì
萬五,bān-gōo
萬六,bān-la̍k
萬七,bān-tshit
萬八,bān-peh
萬八,bān-pueh
萬九,bān-káu
一个,tsi̍t-ê
一个,it-ê
兩个,nn̄g-ê
二个,jī-ê
二个,lī-ê
三个,sann-ê
四个,sì-ê
五个,gōo-ê
六个,la̍k-ê
七个,tshit-ê
八个,peh-ê
八个,pueh-ê
九个,káu-ê
十个,tsa̍p-ê
十一个,tsa̍p-it-ê
十二个,tsa̍p-jī-ê
十二个,tsa̍p-lī-ê
十三个,tsa̍p-sann-ê
十四个,tsa̍p-sì-ê
十五个,tsa̍p-gōo-ê
十六个,tsa̍p-la̍k-ê
十七个,tsa̍p-tshit-ê
十八个,tsa̍p-peh-ê
十八个,tsa̍p-pueh-ê
十九个,tsa̍p-káu-ê
二十个,jī-tsa̍p-ê
二十一个,jī-tsa̍p-it-ê
二十二个,jī-tsa̍p-jī-ê
二十三个,jī-tsa̍p-sann-ê
二十四个,jī-tsa̍p-sì-ê
二十五个,jī-tsa̍p-gōo-ê
二十六个,jī-tsa̍p-la̍k-ê
二十七个,jī-tsa̍p-tshit-ê
二十八个,jī-tsa̍p-peh-ê
二十九个,jī-tsa̍p-káu-ê
二十个,lī-tsa̍p-ê
二十一个,lī-tsa̍p-it-ê
二十二个,lī-tsa̍p-lī-ê
二十三个,lī-tsa̍p-sann-ê
二十四个,lī-tsa̍p-sì-ê
二十五个,lī-tsa̍p-gōo-ê
二十六个,lī-tsa̍p-la̍k-ê
二十七个,lī-tsa̍p-tshit-ê
二十八个,lī-tsa̍p-pueh-ê
二十九个,lī-tsa̍p-káu-ê
三十个,sann-tsa̍p-ê
三十一个,sann-tsa̍p-it-ê
三十二个,sann-tsa̍p-jī-ê
三十二个,sann-tsa̍p-lī-ê
三十三个,sann-tsa̍p-sann-ê
三十四个,sann-tsa̍p-sì-ê
三十五个,sann-tsa̍p-gōo-ê
三十六个,sann-tsa̍p-la̍k-ê
三十七个,sann-tsa̍p-tshit-ê
三十八个,sann-tsa̍p-peh-ê
三十八个,sann-tsa̍p-pueh-ê
三十九个,sann-tsa̍p-káu-ê
四十个,sì-tsa̍p-ê
四十一个,sì-tsa̍p-it-ê
四十二个,sì-tsa̍p-jī-ê
四十二个,sì-tsa̍p-lī-ê
四十三个,sì-tsa̍p-sann-ê
四十四个,sì-tsa̍p-sì-ê
四十五个,sì-tsa̍p-gōo-ê
四十六个,sì-tsa̍p-la̍k-ê
四十七个,sì-tsa̍p-tshit-ê
四十八个,sì-tsa̍p-peh-ê
四十八个,sì-tsa̍p-pueh-ê
四十九个,sì-tsa̍p-káu-ê
五十个,gōo-tsa̍p-ê
五十一个,gōo-tsa̍p-it-ê
五十二个,gōo-tsa̍p-jī-ê
五十二个,gōo-tsa̍p-lī-ê
五十三个,gōo-tsa̍p-sann-ê
五十四个,gōo-tsa̍p-sì-ê
五十五个,gōo-tsa̍p-gōo-ê
五十六个,gōo-tsa̍p-la̍k-ê
五十七个,gōo-tsa̍p-tshit-ê
五十八个,gōo-tsa̍p-peh-ê
五十八个,gōo-tsa̍p-pueh-ê
五十九个,gōo-tsa̍p-káu-ê
六十个,la̍k-tsa̍p-ê
六十一个,la̍k-tsa̍p-it-ê
六十二个,la̍k-tsa̍p-jī-ê
六十二个,la̍k-tsa̍p-lī-ê
六十三个,la̍k-tsa̍p-sann-ê
六十四个,la̍k-tsa̍p-sì-ê
六十五个,la̍k-tsa̍p-gōo-ê
六十六个,la̍k-tsa̍p-la̍k-ê
六十七个,la̍k-tsa̍p-tshit-ê
六十八个,la̍k-tsa̍p-peh-ê
六十八个,la̍k-tsa̍p-pueh-ê
